nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
117274,3/04/2018,13:55,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1571571,5176650,19,8.63,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117275,29/03/2018,8:45,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570954,5176682,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117284,26/03/2018,12:45,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1571475,5176318,19,8.63,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117286,26/03/2018,11:00,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570036,5176118,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117291,7/03/2018,9:10,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570739,5176784,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117306,16/02/2018,13:55,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570850,5176826,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117312,30/01/2018,13:00,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570839,5176812,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117313,30/01/2018,14:00,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1569968,5176104,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117322,24/10/2019,12:00,Boffa Miskell Ltd,Hingaia Stream tributary,Stream,,438.03,Hingaia Stream,1776065,5889441,105,6.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
117384,25/04/2019,20:00,Private Individuals,Pikiwahine Stream,Stream,,466.072,Wairoa River,1701629,6028584,91,94.32,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
117385,4/05/2019,19:30,Private Individuals,Hatea River tributary,Stream,,55,Hatea River,1720784,6046570,60,1.04,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
117385,4/05/2019,19:30,Private Individuals,Hatea River tributary,Stream,,55,Hatea River,1720784,6046570,60,1.04,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
117389,6/11/2019,7:45,Private Individuals,Waimahanga Stream,Stream,,55,Hatea River,1725616,6044896,69,3.35,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117389,6/11/2019,7:45,Private Individuals,Waimahanga Stream,Stream,,55,Hatea River,1725616,6044896,69,3.35,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117411,20/11/2019,12:15,Canterbury Regional Council,Blackburn Stream,River,,939.08,Ngakawau River,1515896,5389079,258,12.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117429,14/11/2019,8:00,Fish & Wildlife Service,Opawa River tributary,Stream,,601.02,Wairau River,1679707,5405516,8,19.55,Other net - Hand net,Unknown,Paranephrops,Koura,30,FALSE,FALSE,,,V2
117447,27/11/2019,14:40,Fish & Wildlife Service,Plumbago Creek,Stream,,513,Plumbago Creek,1572234,5501837,106,0,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117530,17/12/2019,8:00,Fish & Wildlife Service,Opawa River tributary,Stream,,601.02,Wairau River,1679707,5405516,8,19.55,Other net - Hand net,Unknown,Paranephrops,Koura,51,FALSE,FALSE,,,V2
117534,15/11/2019,9:00,Whitebait Connection,Waitakere River,River,,447,Waitakere River,1730305,5918707,9,3.23,Other - Not listed,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117541,20/11/2019,13:00,Ecology New Zealand Ltd,Ruaotehuia Stream,Stream,,434.131,Waikato River,1797520,5882186,38,73.65,"Traps - G minnow (fine mesh, baited)",Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117606,15/01/2020,15:23,Department of Conservation Otago,Eden Creek,Stream,,743.71,Taieri River,1365765,5009053,559,202.53,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
117649,21/01/2020,13:42,Fish & Wildlife Service,Saxton Creek,Stream,,573,Saxton Creek,1617832,5423149,39,1.09,Other net - Hand net,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117652,24/01/2020,15:30,Fish & Wildlife Service,Saxton Creek,Stream,,573,Saxton Creek,1617903,5423497,39,1.09,Other net - Hand net,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117653,27/01/2020,15:30,Fish & Wildlife Service,Saxton Creek,Stream,,573,Saxton Creek,1617903,5423497,39,1.09,Other net - Hand net,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117657,13/11/2019,15:30,Tonkin and Taylor,Mangaharakeke Stream tributary,Stream,,434.25,Waikato River,1805811,5812225,38,127.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117659,18/11/2019,15:30,Tonkin and Taylor,Mangaharakeke Stream tributary,Stream,,434.25,Waikato River,1805944,5811973,40,128.01,"Traps - G minnow (fine mesh, baited)",Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117659,18/11/2019,15:30,Tonkin and Taylor,Mangaharakeke Stream tributary,Stream,,434.25,Waikato River,1805944,5811973,40,128.01,Electric fishing - Backpack,Unknown,Paranephrops,Koura,9,FALSE,FALSE,,,V2
117664,6/02/2020,12:00,Fish & Wildlife Service,Saxton Creek,Stream,,573,Saxton Creek,1617903,5423386,39,1.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,14,FALSE,FALSE,,,V2
117686,1/09/2020,21:01,Department of Conservation Nelson Marlborough,Moawhitu wetland tributary,Stream,,585,D'Urville Island,1669154,5480301,22,1.06,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117688,28/01/2020,9:00,Fish & Wildlife Service,Motupipi River,Stream,,531,Motupipi River,1584777,5476964,20,2.18,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117690,29/01/2020,16:00,Fish & Wildlife Service,Onekaka River,River,,525,Onekaka River,1575215,5486983,28,1.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117693,28/01/2020,13:00,Fish & Wildlife Service,Powell Stream,Stream,,531,Motupipi River,1585694,5476802,20,2.22,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117695,27/01/2020,21:00,Tasman District Council,Motupipi River,Stream,,531,Motupipi River,1584777,5476964,20,2.18,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,12,FALSE,FALSE,,,V2
117696,27/01/2020,21:30,Tasman District Council,Motupipi River,Stream,,531,Motupipi River,1584587,5477231,20,2.18,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117707,9/12/2019,20:20,Private Individuals,Waimahanga Stream,Stream,,55,Hatea River,1725620,6044907,69,3.35,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
117713,21/01/2020,14:00,Private Individuals,Kaimamaku Stream,Stream,,466.141,Wairoa River,1717431,6069480,116,145.17,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117721,24/01/2020,20:00,Private Individuals,Pikiwahine Stream,Stream,,466.072,Wairoa River,1701604,6028632,91,94.32,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
117725,27/01/2020,19:30,Private Individuals,Kaiikanui River tributary,Stream,,466.142,Wairoa River,1720508,6072181,147,152.79,Fyke net - Mini,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117838,19/02/2020,4:00,Cardno Ltd,Ration Creek,Stream,,307,Ration Creek,1763108,5450262,89,4.21,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117843,17/02/2020,9:00,Cardno Ltd,Whareroa Stream,Not Entered,,313,Whareroa Stream,1767679,5464473,18,2.36,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
117959,21/02/2020,9:00,Fish and Game Otago,Heriot Burn,Stream,,752.143,Clutha River,1309890,4916508,177,130.06,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117968,11/03/2020,9:30,Wildlands,Matarua Creek tributary,Stream,,325.195,Manawatu River,1829541,5519835,288,137.17,Other net - Hand net,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117979,28/01/2020,13:30,Tasman District Council,Onekaka River,River,,525,Onekaka River,1574386,5486020,49,3.12,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117983,4/03/2020,11:30,Fish & Wildlife Service,Saxton Creek,Not Entered,,573,Saxton Creek,1617834,5424191,8,0,Other net - Hand net,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V2
117988,5/04/2019,9:28,Manawatu Wanganui Regional Council,Kahuterawa Stream,Stream,,325.11,Manawatu River,1822266,5519374,90,76.14,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117988,5/04/2019,9:28,Manawatu Wanganui Regional Council,Kahuterawa Stream,Stream,,325.11,Manawatu River,1822266,5519374,90,76.14,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117988,5/04/2019,9:28,Manawatu Wanganui Regional Council,Kahuterawa Stream,Stream,,325.11,Manawatu River,1822266,5519374,90,76.14,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117988,5/04/2019,9:28,Manawatu Wanganui Regional Council,Kahuterawa Stream,Stream,,325.11,Manawatu River,1822266,5519374,90,76.14,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117998,12/03/2020,18:30,Department of Conservation Canterbury,Ross Creek Reservoir,Reservoir,,735,Leith Stream,1405788,4919900,110,4.19,Gill net - Multi mesh,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117998,12/03/2020,18:30,Department of Conservation Canterbury,Ross Creek Reservoir,Reservoir,,735,Leith Stream,1405788,4919900,110,4.19,Fyke net - Mini,Unknown,Paranephrops,Koura,8,FALSE,FALSE,,,V2
117998,12/03/2020,18:30,Department of Conservation Canterbury,Ross Creek Reservoir,Reservoir,,735,Leith Stream,1405788,4919900,110,4.19,Fyke net - Super,Unknown,Paranephrops,Koura,18,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,Fyke net - Standard,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,Fyke net - Standard,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,Fyke net - Standard,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,Fyke net - Super,Unknown,Paranephrops,Koura,21,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,Fyke net - Super,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117999,27/03/2020,19:00,Department of Conservation Canterbury,Sullivans Dam,Reservoir,,735,Leith Stream,1407535,4924395,286,9.67,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
118001,18/03/2020,19:15,Department of Conservation Canterbury,Mt Martin lake,Reservoir,,734,Waitati River,1412840,4926164,281,5.77,Gill net - Multi mesh,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118001,18/03/2020,19:15,Department of Conservation Canterbury,Mt Martin lake,Reservoir,,734,Waitati River,1412840,4926164,281,5.77,Fyke net - Standard,Unknown,Paranephrops,Koura,134,FALSE,FALSE,,,V2
118001,18/03/2020,19:15,Department of Conservation Canterbury,Mt Martin lake,Reservoir,,734,Waitati River,1412840,4926164,281,5.77,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,16,FALSE,FALSE,,,V2
118060,24/04/2019,9:10,Manawatu Wanganui Regional Council,Mangapapa Stream,Stream,,325.182,Manawatu River,1841740,5530500,77,106.32,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118063,20/02/2020,15:55,Tonkin and Taylor,Mangapouri Stream,Stream,,319,Waitohu Stream,1782300,5485652,20,7.23,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118088,29/01/2020,16:30,Tasman District Council,Onekaka River,River,,525,Onekaka River,1574842,5486568,38,2.93,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118096,2/02/2020,10:49,Tonkin and Taylor,Mangaone Stream tributary,Stream,,317,Mangaone Stream,1779015,5481447,21,2.72,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
118097,2/02/2020,11:14,Tonkin and Taylor,Mangaone Stream,Stream,,317,Mangaone Stream,1779382,5481115,31,3.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V2
118098,20/02/2020,11:28,Tonkin and Taylor,Waitohu Stream tributary,Stream,,319,Waitohu Stream,1782148,5485808,16,4.77,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
118337,24/06/2014,,Department of Conservation Otago,Waipahi River East Branch tributary,Not Entered,,752.144,Clutha River,1308578,4867806,306,139.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118338,10/05/2019,,Department of Conservation Otago,Trumbles Creek,Not Entered,,752.144,Clutha River,1306873,4872707,220,127.81,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118340,31/05/2011,9:45,Department of Conservation Otago,Akatore Creek,Not Entered,,745,Akatore Creek,1377815,4895027,91,10.67,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118342,31/05/2011,,Department of Conservation Otago,Akatore Creek,Not Entered,,745,Akatore Creek,1378009,4894226,69,8.61,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118346,10/03/2020,20:30,Private Individuals,Pikiwahine Stream,Stream,,466.072,Wairoa River,1701619,6028616,91,94.32,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
118357,20/02/2020,9:00,Eos Ecology Ltd,Waingawa River,River,,292.31,Ruamahanga River,1810355,5471253,266,120.12,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118365,14/02/2020,21:40,Department of Conservation Otago,Eves Valley Stream,Stream,,574.01,O'Connor Creek,1604759,5424094,79,12.56,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118370,3/03/2020,10:30,Department of Conservation Otago,Stace Creek,Stream,,600,Stace Creek,1688438,5422989,69,2.6,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
118374,4/03/2020,22:00,Department of Conservation Otago,Cullen Creek,Stream,,588,Cullen Creek,1671552,5425211,88,5.19,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,9,FALSE,FALSE,,,V1
118377,7/03/2020,0:35,Department of Conservation Otago,Little Ten Mile Creek,Stream,,932,Buller River,1490693,5367655,29,17.03,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
118381,13/03/2020,22:14,Department of Conservation Otago,Turimawiwi River,River,,965,Turimawiwi River,1542537,5487373,58,3.21,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
118382,14/03/2020,21:40,Department of Conservation Otago,Kaituna River,River,,520.01,Aorere River,1562318,5494110,107,17.92,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
118385,17/03/2020,21:50,Department of Conservation Otago,Harvey Bay Stream,Stream,,587,Harvey Bay,1661904,5447130,52,2.16,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V1
118388,18/03/2020,21:50,Department of Conservation Otago,Tuna Bay Stream,Stream,,587,Tuna Bay,1660962,5449537,51,2.17,Observation - Spotlighting capture to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
118463,16/04/2019,13:00,Northland Regional Council,Keriikeri River,River,,35,Kerikeri River,1686845,6102647,21,0,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118497,19/11/2019,14:59,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1336079,4980204,595,248.53,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
118508,20/11/2019,12:52,Department of Conservation Otago,Manor Burn,Not Entered,,752.631,Clutha River,1333630,4974845,647,202.58,Electric fishing - Backpack,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
118509,20/11/2019,13:21,Department of Conservation Otago,Unnamed water race,Not Entered,,752.631,Clutha River,1333708,4975441,,,Electric fishing - Backpack,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
118510,20/11/2019,13:27,Department of Conservation Otago,Unnamed water race,Not Entered,,752.631,Clutha River,1333734,4975403,,,Electric fishing - Backpack,Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V1
118511,20/11/2019,13:34,Department of Conservation Otago,Unnamed water race,Not Entered,,752.631,Clutha River,1333739,4975394,,,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
118516,20/11/2019,16:10,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334897,4979856,609,249.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
118517,20/11/2019,16:14,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334895,4979878,609,249.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
118518,20/11/2019,16:19,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334887,4979839,609,249.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
118520,20/11/2019,16:28,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334876,4979768,609,249.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
118522,20/11/2019,17:14,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334252,4981972,589,247.77,Electric fishing - Backpack,Unknown,Paranephrops,Koura,15,FALSE,FALSE,,,V1
118523,20/11/2019,17:33,Department of Conservation Otago,Moa Creek tributary,Not Entered,,752.636,Clutha River,1334263,4981881,589,247.77,Electric fishing - Backpack,Unknown,Paranephrops,Koura,8,FALSE,FALSE,,,V1
118527,21/11/2019,14:15,Department of Conservation Otago,Moa Creek,Not Entered,,752.636,Clutha River,1338275,4976392,660,254.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
118528,21/11/2019,17:38,Department of Conservation Otago,Unnamed water race,Not Entered,,752.636,Clutha River,1340086,4986581,,,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
118556,18/02/2020,9:00,Department of Conservation West Coast,Lake Brunner,Lake,,914.067,Grey River,1469101,5279948,,,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118597,4/04/2019,14:48,Northland Regional Council,Ruakaka River,River,,59,Ruakaka River,1726612,6029643,18,6.36,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
118601,26/05/2020,20:45,Department of Conservation Otago,Ross Creek,Stream,,735,Leith Stream,1405297,4920256,261,5.15,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
118602,26/05/2020,21:30,Department of Conservation Otago,Ross Creek,Stream,,735,Leith Stream,1405444,4920225,110,4.19,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
118603,26/05/2020,22:40,Department of Conservation Otago,Nicols Creek,Stream,,735,Leith Stream,1405698,4921607,251,6.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
118628,12/12/2017,10:26,Forest and Bird,Fleming River,River,,761.01,Tautuku River,1326052,4835565,20,3.59,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
118631,12/12/2017,15:00,Forest and Bird,Fleming River,River,,761.01,Tautuku River,1325256,4836067,20,4.94,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
